id,service_provider,activity,well_name,template_id,split,heldout_provider,heldout_activity
2039,Baker Hughes Co,circullation,AR 20,baker_hughes_circulating_v2,test,0,0
2040,  Hal ,circulate,BH86A,halliburton_circulating_v1,train,0,0
2041,SLB Ltd,hole circulation,AR-39H,slb_circulating_v2,train,0,0
2042,SCHLUMBERGER LTD,tripping out,MB-64,slb_trip_out_v1,train,0,0
2043,baker hughes,circulatsng,BH-67A,baker_hughes_circulating_v1,train,0,0
2044,Halliburton Intl,Drilling - Ortary,WELL-BH-40,halliburton_rotary_drilling_v1,test,1,0
2045,halliburton energy services,trip out,NS-50ST1,halliburton_trip_out_v1,train,0,0
2046,HAL,RUN IN HOLE,WELL-BH-89ST1,halliburton_trip_in_v1,train,0,0
2047,  schlumberger ,RIH,WELL-KG-88H,slb_trip_in_v1,train,0,0
2048,  Bkr ,pulling out on hole,MB 52,baker_hughes_trip_out_v1,train,0,0
2049,Halliburton Energy Sevices,trip-in,kg-65,halliburton_trip_in_v1,train,0,0
2050,SLB,Tripping In,WELL-MB-18,slb_trip_in_v1,val,0,0
2051,halliburton co,ROTARY DRILL,WELL-MB-19H,halliburton_rotary_drilling_v1,train,0,0
2052,hal,slide drilling,AR-85,halliburton_slide_drilling_v1,train,0,0
2053,slb ltd,  Rotary  Drilling ,bh-36,slb_rotary_drilling_v1,train,0,0
2054,slm intl,rotary moded rilling,bh-70,slb_rotary_drilling_v1,test,1,1
2055,Halliburton Energy Services,cir.,MB 9H,halliburton_circulating_v1,test,0,0
2056,baker hughes,drilling - rotaary,WELL-MB-85ST1,baker_hughes_rotary_drilling_v1,val,0,0
2057,BKR,Circulting,ar-14A,baker_hughes_circulating_v2,test,0,0
2058,Bkr,hole circulation,ar-37,baker_hughes_circulating_v2,train,0,0
2059,Halliburton Intl,  slide  mode drilling ,MB30H,halliburton_slide_drilling_v1,test,1,1
2060,Schlumberger Ltd,trip-out,AR69H,slb_trip_out_v1,train,0,0
2061,schlumbreger ltd,Cirulating,AR-96,slb_circulating_v2,train,0,0
2062,halliburton,circulation,MB-41,halliburton_circulating_v1,train,0,0
2063,Halliburton Energy Services,Drilling - Slide,AR-48,halliburton_slide_drilling_v1,val,0,0
2064,SLB Ltd,TRIP OUT,AR86H,slb_trip_out_v1,val,0,0
2065,baker hughes,circulating,BH 17,baker_hughes_circulating_v1,train,0,0
2066,Hal,drilling - rotary,WELL-NS-4,halliburton_rotary_drilling_v2,train,0,0
2067,  BakerHuhges ,ROT DRILL,WELL-KG-96A,baker_hughes_rotary_drilling_v1,train,0,0
2068,Halliburton Co,SLIIDE DRILLING,AR-045ST1,halliburton_slide_drilling_v1,train,0,0
2069,slb,drilling - slide,AR-68H,slb_slide_drilling_v1,train,0,0
2070,SLB,tooh,AR97,slb_trip_out_v1,train,0,0
2071,HALLIBURTON ENERGY SERVICHS,crculating,WELL-NS-50ST1,halliburton_circulating_v2,train,0,0
2072,Halliburton Co,  circulating ,WELL-BH-89ST1,halliburton_circulating_v1,train,0,0
2073,Halliburton Co,CIRCULATE,WELL-BH-42,halliburton_circulating_v1,val,0,0
2074,HAL,ROT DRILL,WELL-AR-97,halliburton_rotary_drilling_v2,train,0,0
2075,bkr,ROT. DRILLING,MB-35A,baker_hughes_rotary_drilling_v1,train,0,0
2076,SCHLUMMBERGER,Circulating,WELL-NS-18H,slb_circulating_v2,train,0,0
2077,HAL,circulate,AR15H,halliburton_circulating_v2,train,0,0
2078,baker huhges,Rot. Drilling,KG-049,baker_hughes_rotary_drilling_v1,train,0,0
2079,Baker Hughes Co,rot. drillling,MB 8ST1,baker_hughes_rotary_drilling_v1,train,0,0
2080,SLB,Drilling - Rotary,AR-083,slb_rotary_drilling_v2,train,0,0
2081,Bake Hughes,circulate,KG76,baker_hughes_circulating_v1,train,0,0
2082,HALLIBURTON,TRIP-OUT,AR-75,halliburton_trip_out_v1,train,0,0
2083,HAL,Rih,KG30,halliburton_trip_in_v1,train,0,0
2084,SLB,Circulate,NS 13ST1,slb_circulating_v2,train,0,0
2085,Baker Hughes Co,drilling rotary,NS-69ST1,baker_hughes_rotary_drilling_v2,train,0,0
2086,Halliburton,rotary drlg,AR-096,halliburton_rotary_drilling_v2,train,0,0
2087,HAL,TRIP-OUT,WELL-KG-54,halliburton_trip_out_v1,train,0,0
2088,slb ltd,rotayr drill,BH-58A,slb_rotary_drilling_v1,val,0,0
2089,Baker Hughes Company,ROT DRILL,NS-28ST1,baker_hughes_rotary_drilling_v2,test,1,0
2090,Halliburton Energy Services,rotary drilling,AR 45ST1,halliburton_rotary_drilling_v2,train,0,0
2091,Baker Hughes,Circulation,AR-21,baker_hughes_circulating_v2,train,0,0
2092,SLB,  CeRC ,MB88ST1,slb_circulating_v1,val,0,0
2093,halliburton energy services,RIH,BH57A,halliburton_trip_in_v1,train,0,0
2094,Baker Hughes Co,TIH,KG 93A,baker_hughes_trip_in_v1,train,0,0
2095,  Schlumberger  Ltd ,POOH,mb-32ST1,slb_trip_out_v1,val,0,0
2096,Halliurton Energy Services,sliding,MB-86H,halliburton_slide_drilling_v1,train,0,0
2097,Baker Hughes Co,rot. ddrilling,NS-80ST1,baker_hughes_rotary_drilling_v2,train,0,0
2098,Schlumberger Ltd,ROTARY DRILL,bh-9H,slb_rotary_drilling_v1,train,0,0
2099,schlumberger ltd,trip out,WELL-KG-15A,slb_trip_out_v1,train,0,0
2100,  halliburton  energj services ,trip-n,WELL-AR-39H,halliburton_trip_in_v1,train,0,0
2101,HAL,trippping in,mb-34ST1,halliburton_trip_in_v1,val,0,0
2102,  Halliburrton ,Pulling Out Oj Hole,WELL-BH-86A,halliburton_trip_out_v1,train,0,0
2103,Baker Hughes Co,slidig,WELL-BH-58A,baker_hughes_slide_drilling_v1,val,0,0
2104,SCHLUMBERGER LTD,run in hole,AR45ST1,slb_trip_in_v1,train,0,0
2105,  Schulmberger ,Tih,MB59,slb_trip_in_v1,test,0,0
2106,SLB,CIRC.,BH52A,slb_circulating_v1,train,0,0
2107,Slb,circ.,BH-047,slb_circulating_v1,val,0,0
2108,Schlumberger Ltd,CIRC,BH 9H,slb_circulating_v1,train,0,0
2109,SLB,DRILLING ROTARY,NS22A,slb_rotary_drilling_v2,train,0,0
2110,bakerhughes,circulating,KG93A,baker_hughes_circulating_v1,train,0,0
2111,Schlumberger Ltd,circullating,KG14A,slb_circulating_v1,train,0,0
2112,Baker Hughes Co,slide drlg,KG-93A,baker_hughes_slide_drilling_v1,train,0,0
2113,BAKERHUGHES,Rotary Dirlling,NS24,baker_hughes_rotary_drilling_v2,train,0,0
2114,Halliburton,Circ,AR-73H,halliburton_circulating_v2,train,0,0
2115,hal,trip in,WELL-NS-31,halliburton_trip_in_v1,train,0,0
2116,SLB Ltd,Circulate,WELL-MB-41,slb_circulating_v1,train,0,0
2117,BAKER HUJHES CO,drilling - slide,NS-032ST1,baker_hughes_slide_drilling_v1,train,0,0
2118,HAL,circulation,BH26,halliburton_circulating_v1,test,0,0
2119,  Schlumberger  Ltd ,  hole  circulaiton ,WELL-KG-29H,slb_circulating_v1,test,0,0
2120,Baker Hughes Co,drilling rotary,WELL-NS-32ST1,baker_hughes_rotary_drilling_v2,train,0,0
2121,  Schlumberger ,circulate,NS 18H,slb_circulating_v2,train,0,0
2122,BakerHughes,Trip-In,MB4,baker_hughes_trip_in_v1,test,0,0
2123,BAKER HUGHES CO,TRIP-IN,mb-47,baker_hughes_trip_in_v1,train,0,0
2124,BAKER HUGHES,tipping out,AR 97,baker_hughes_trip_out_v1,train,0,0
2125,Schlumberger Ltd,tripping out,NS-12,slb_trip_out_v1,val,0,0
2126,BakerHughes,rot.drilling,AR34,baker_hughes_rotary_drilling_v2,train,0,0
2127,Halliburton,  Rot   Drill ,BH 9H,halliburton_rotary_drilling_v1,train,0,0
2128,hal,  slide  drill ,BH 86A,halliburton_slide_drilling_v1,train,0,0
2129,halliburton,circulattion,KG-026,halliburton_circulating_v1,train,0,0
2130,Halliburton Co,slise drlg,WELL-KG-76,halliburton_slide_drilling_v1,train,0,0
2131,baker hughe co,CIcC,AR 45ST1,baker_hughes_circulating_v2,train,0,0
2132,Slb,Rotary Drrlg,NS-36ST1,slb_rotary_drilling_v2,train,0,0
2133,Baker Huhges Co,rotary drlg,BH 86A,baker_hughes_rotary_drilling_v1,train,0,0
2134,Baker Hughes,Pullling Out Hole,MB-60,baker_hughes_trip_out_v1,test,0,1
2135,SLB INTL,  running  in hole ,mb-30H,slb_trip_in_v1,test,1,0
2136,Halliburton,slide drill,mb-30H,halliburton_slide_drilling_v1,test,0,0
2137,SLB,rot drill,NS1A,slb_rotary_drilling_v2,val,0,0
2138,halliburton,run in hole,WELL-AR-28,halliburton_trip_in_v1,val,0,0
2139,Baker Hughes Co,circulation,NS 2ST1,baker_hughes_circulating_v2,train,0,0
2140,HALLIBURTON,circ,KG 84,halliburton_circulating_v1,train,0,0
2141,  Halliburton  Energy Services ,Rootary Drill,ns-87,halliburton_rotary_drilling_v2,train,0,0
2142,SLB Ltd,drliling - slide,WELL-AR-68H,slb_slide_drilling_v1,train,0,0
2143,Sclumberger Ltd,Pulling Out Of Hole,NS-024,slb_trip_out_v1,train,0,0
2144,Slb Ltd,run in hole,BH34A,slb_trip_in_v1,train,0,0
2145,SLB,rotary mode drilling,BH-2,slb_rotary_drilling_v1,test,0,1
2146,Halliburton Energy Services,  rot  drlil ,ar-32ST1,halliburton_rotary_drilling_v2,test,0,0
2147,HAL,slide drrlg,MB 19H,halliburton_slide_drilling_v1,train,0,0
2148,HAL,Sliding Mode Drilling,BH-009H,halliburton_slide_drilling_v1,train,0,0
2149,Halliburton Co,CIRCULATING,NS-010ST1,halliburton_circulating_v2,train,0,0
2150,Halliburton Enery Services,Pull Out Of Hole,WELL-MB-85ST1,halliburton_trip_out_v1,val,0,0
2151,hal,circ.,WELL-AR-34,halliburton_circulating_v2,train,0,0
2152,Halliburton Energy Services,rotaryy drilling,KG-087ST1,halliburton_rotary_drilling_v1,test,0,0
2153,SLB LTD,Rotauy Drilling,KG 30,slb_rotary_drilling_v1,train,0,0
2154,HAL,sliding mode drilling,mb-55ST1,halliburton_slide_drilling_v1,train,0,0
2155,SCHLUMBERGER LTD,sliding mode drilliing,bh-84ST1,slb_slide_drilling_v1,train,0,0
2156,BKR,rotry drlg,ns-32ST1,baker_hughes_rotary_drilling_v2,train,0,0
2157,Baker Hughes Co,slide drilling,AR 59ST1,baker_hughes_slide_drilling_v1,train,0,0
2158,Schlumberger,CICR,NS70,slb_circulating_v2,train,0,0
2159,BAKER HUGHES,slide drilling,AR-10H,baker_hughes_slide_drilling_v1,val,0,0
2160,Baker Hughes Co,Sliding,NS13ST1,baker_hughes_slide_drilling_v1,train,0,0
2161,Hwlliburton,rotary drlg,KG76,halliburton_rotary_drilling_v1,train,0,0
2162,Halliburton Energy ervices,CIRC,KG99,halliburton_circulating_v1,train,0,0
2163,Halliburton,hole circulation,NS53,halliburton_circulating_v2,train,0,0
2164,bkr,Rot. Drilling,MB 56ST1,baker_hughes_rotary_drilling_v1,train,0,0
2165,Bkr,drilling - rotary,AR-14A,baker_hughes_rotary_drilling_v2,test,0,0
2166,HALLIBURTON CCO,circulating,WELL-BH-32,halliburton_circulating_v1,train,0,0
2167,SLB,TIH,NS-7,slb_trip_in_v1,train,0,0
2168,  BakerHughes ,Circulating,MB-6ST1,baker_hughes_circulating_v1,train,0,0
2169,SLB Ltd,rotary drlg,NS-50ST1,slb_rotary_drilling_v2,train,0,0
2170,BaberHughes,hole circuation,MB 81H,baker_hughes_circulating_v1,train,0,0
2171,HALLIBURTON CO,RUN IN HOLE,WELL-MB-19H,halliburton_trip_in_v1,train,0,0
2172,Baker Hughes Co,rot. drilling,WELL-BH-55A,baker_hughes_rotary_drilling_v1,val,0,0
2173,Schlumberger Ltd,drillig - slide,WELL-NS-10ST1,slb_slide_drilling_v1,train,0,0
2174,slb,poooh,AR 70ST1,slb_trip_out_v1,train,0,0
2175,BakerHughes,CIRCULATION,AR-021,baker_hughes_circulating_v2,train,0,0
2176,Baker Hughes Co,hole circulation,MB 49,baker_hughes_circulating_v1,train,0,0
2177,BAKER HUGHES CO,Cirrc,BH48H,baker_hughes_circulating_v1,train,0,0
2178,halliburton energy services,drilling rotcry,AR-096,halliburton_rotary_drilling_v2,train,0,0
2179,Schlumberger Ltd,rotary drilling,MB-74H,slb_rotary_drilling_v1,train,0,0
2180,Halliburton Energy Services,CIRCULATION,MB 19H,halliburton_circulating_v1,train,0,0
2181,Baknr Hughes,rotary drlg,AR-085,baker_hughes_rotary_drilling_v2,train,0,0
2182,BKR,  TRIP-OUT ,KG 88H,baker_hughes_trip_out_v1,train,0,0
2183,SLB,CIRCULATE,BH61,slb_circulating_v1,test,0,0
2184,BKR,  circultion ,bh-31,baker_hughes_circulating_v1,train,0,0
2185,Baker Huhges Co,TRWP-IN,KG-014A,baker_hughes_trip_in_v1,train,0,0
2186,  BAKER  HUGHES ,Drilling - Rotary,MB 18,baker_hughes_rotary_drilling_v1,val,0,0
2187,slb,  PULLING  OUT OF HOLE ,NS 95H,slb_trip_out_v1,train,0,0
2188,BKR,rot drill,MB-032ST1,baker_hughes_rotary_drilling_v1,val,0,0
2189,Halliburtton,CIRC,bh-71ST1,halliburton_circulating_v1,val,0,0
2190,SCHLUMBERGER LTD,drilling rotary,BH71ST1,slb_rotary_drilling_v1,val,0,0
2191,SCHLUMBERGER,cicr.,MB-092,slb_circulating_v1,train,0,0
2192,Halliburton Co,tripping in,WELL-NS-4,halliburton_trip_in_v1,train,0,0
2193,SLB Intl,rotary mode drilling,NS-014A,slb_rotary_drilling_v2,test,1,1
2194,BKR,rootary drilling,AR13,baker_hughes_rotary_drilling_v2,train,0,0
2195,Halliburton Co,rot. drilling,AR-41A,halliburton_rotary_drilling_v2,val,0,0
2196,Slb,circulate,AR-59ST1,slb_circulating_v2,train,0,0
2197,halliburton,ROTARY DLG,WELL-MB-64,halliburton_rotary_drilling_v1,train,0,0
2198,BakerHughes,circulation,KG-004,baker_hughes_circulating_v1,train,0,0
2199,Halliburton,  CICR ,AR-86H,halliburton_circulating_v2,val,0,0
2200,Slb,tripping in,AR 71ST1,slb_trip_in_v1,val,0,0
2201,BakerHughes,drilling - rotary,NS 32ST1,baker_hughes_rotary_drilling_v2,train,0,0
2202,Baker Hughes,  circ. ,WELL-MB-34ST1,baker_hughes_circulating_v1,val,0,0
2203,Baker Hughes,HOLE CIRCULTION,NS 59ST1,baker_hughes_circulating_v2,train,0,0
2204,Halliburton Co,DRILLING - SLIE,AR 13,halliburton_slide_drilling_v1,train,0,0
2205,Baker Hughes Co,rot. drilling,NS 50ST1,baker_hughes_rotary_drilling_v2,train,0,0
2206,Halliburton Co,slide drill,KG20H,halliburton_slide_drilling_v1,train,0,0
2207,SLB,hole circulation,mb-60,slb_circulating_v1,test,0,0
2208,Bakerughes,rotary drilling,NS-95H,baker_hughes_rotary_drilling_v2,train,0,0
2209,  bacerhughes ,Rotary Drilling,NS 50ST1,baker_hughes_rotary_drilling_v2,train,0,0
2210,baker hughes,Trip-In,KG72H,baker_hughes_trip_in_v1,train,0,0
2211,bakerhughes,drilling - rotary,KG-62ST1,baker_hughes_rotary_drilling_v1,train,0,0
2212,BAKERR HUGHES,rotary drilling,BH8,baker_hughes_rotary_drilling_v1,train,0,0
2213,Halliburton Energy Services,hole circulation,WELL-BH-16,halliburton_circulating_v1,train,0,0
2214,slb ltd,slide drlg,AR-32ST1,slb_slide_drilling_v1,test,0,0
2215,Hal,trip-in,NS-2ST1,halliburton_trip_in_v1,train,0,0
2216,Bakker Hughes,cirrculation,ns-78,baker_hughes_circulating_v2,train,0,0
2217,Halliburton,Rih,NS 2ST1,halliburton_trip_in_v1,train,0,0
2218,Halliburton,circulation,WELL-KG-97ST1,halliburton_circulating_v1,train,0,0
2219,scchlumberger,circulate,KG-028ST1,slb_circulating_v1,val,0,0
2220,Baker Hughes Company,  CICR ,NS 25ST1,baker_hughes_circulating_v2,test,1,0
2221,BakerHughes,running in hole,WELL-BH-16,baker_hughes_trip_in_v1,train,0,0
2222,Halliburton,circulation,ns-55,halliburton_circulating_v2,train,0,0
2223,Schlumberger,rot drill,WELL-NS-1A,slb_rotary_drilling_v2,val,0,0
2224,halliburrton co,Running In The Hole,MB-069,halliburton_trip_in_v1,test,0,1
2225,  Baker  Hughes ,tripping otu,NS-80ST1,baker_hughes_trip_out_v1,train,0,0
2226,SLB,  drikling  - slide ,KG 44H,slb_slide_drilling_v1,train,0,0
2227,  Baker  Hughes ,rotary rdlg,ar-93ST1,baker_hughes_rotary_drilling_v2,train,0,0
2228,SL BLTD,circulation,AR 80A,slb_circulating_v2,val,0,0
2229,Halliburton Energy Services,Run In Hole,AR-17A,halliburton_trip_in_v1,train,0,0
2230,Baker Hughe sCo,ROT DRILL,kg-14A,baker_hughes_rotary_drilling_v1,train,0,0
2231,Bkr,CIRC,AR-41A,baker_hughes_circulating_v2,val,0,0
2232,Halliburton,CIRCULATION,BH71ST1,halliburton_circulating_v1,val,0,0
2233,halliburton enegry services,circulating,NS-37H,halliburton_circulating_v2,val,0,0
2234,Halliburton,drilling - slide,bh-40,halliburton_slide_drilling_v1,test,0,0
2235,  halliburton  co ,rot. drilling,MB-073,halliburton_rotary_drilling_v1,test,0,0
2236,Baker Hughes,  circ. ,AR 69H,baker_hughes_circulating_v2,train,0,0
2237,Baker Hughes Company,trip in hole,AR-014A,baker_hughes_trip_in_v1,test,1,1
2238,Bazer Hughes,TRIP-IN,KG-086H,baker_hughes_trip_in_v1,train,0,0
2239,Schlumberger Ld,ROT DRILL,ar-14A,slb_rotary_drilling_v2,test,0,0
2240,HAL,ROTARY DRILLING,NS-95H,halliburton_rotary_drilling_v2,train,0,0
2241,SLB,circ.,MB49,slb_circulating_v1,train,0,0
2242,HAL,rotary drilling,WELL-AR-96,halliburton_rotary_drilling_v2,train,0,0
2243,Bkerhughes,drilling rotary,KG-78,baker_hughes_rotary_drilling_v1,train,0,0
2244,Haliburton Corp,rotating drilling,kg-29H,halliburton_rotary_drilling_v1,test,1,1
2245,Bakerhughes,tripping in,bh-58A,baker_hughes_trip_in_v1,val,0,0
2246,SLB Intl,cioculating mud,WELL-AR-14A,slb_circulating_v2,test,1,1
2247,BakerHughes,rotary drill,NS 32ST1,baker_hughes_rotary_drilling_v2,train,0,0
2248,BKR,TIH,kg-93A,baker_hughes_trip_in_v1,train,0,0
2249,Hallilurton,rotary drilling,AR 57,halliburton_rotary_drilling_v2,train,0,0
2250,schlumberger,ROT DRILL,NS-052ST1,slb_rotary_drilling_v2,train,0,0
2251,Schlumbergger Ltd,hole circulation,KG-78,slb_circulating_v1,train,0,0
2252,HALLIBURTON CO,circulating,AR 75,halliburton_circulating_v2,train,0,0
2253,BakeruHghes,Cicr.,NS 8,baker_hughes_circulating_v2,train,0,0
2254,  Shlumberger  Ltd ,trip out,MB-51A,slb_trip_out_v1,train,0,0
2255,Schlumberger Ltd,ro tdrill,NS49,slb_rotary_drilling_v2,train,0,0
2256,HALLIBURTON ENERGY SERVICES,crc.,MB 81H,halliburton_circulating_v1,train,0,0
2257,BAKER  HUGHES,run in hole,WELL-NS-62,baker_hughes_trip_in_v1,train,0,0
2258,BKR,slide drilling,NS-53,baker_hughes_slide_drilling_v1,train,0,0
2259,HALLIBURTON,Rotary Drilling,NS18H,halliburton_rotary_drilling_v2,train,0,0
2260,BKR,criculate,BH 71ST1,baker_hughes_circulating_v1,val,0,0
2261,BKR,ROTAFY DRILL,BH89ST1,baker_hughes_rotary_drilling_v1,train,0,0
2262,Schldmberger,tripp-out,bh-94,slb_trip_out_v1,train,0,0
2263,halliburton,tripping in,MB-55ST1,halliburton_trip_in_v1,train,0,0
2264,Bkr,  CIpC ,MB19H,baker_hughes_circulating_v1,train,0,0
2265,  Baker  Hughes ,Trip In,MB-56ST1,baker_hughes_trip_in_v1,train,0,0
2266,Slb,circ.,ns-49,slb_circulating_v2,train,0,0
2267,  Halliburton ,hoe circulation,WELL-NS-32ST1,halliburton_circulating_v2,train,0,0
2268,SLB,TOOH,NS-52ST1,slb_trip_out_v1,train,0,0
2269,schlumberger,circulaate,kg-49,slb_circulating_v1,train,0,0
2270,Schllumberger,drilling rotary,MB-72A,slb_rotary_drilling_v1,train,0,0
2271,SLB LTD,driling - rotary,mb-42A,slb_rotary_drilling_v1,val,0,0
2272,SL BLtd,  POHO ,KG 22ST1,slb_trip_out_v1,train,0,0
2273,  baker  hughes co ,trip-in,KG 55ST1,baker_hughes_trip_in_v1,train,0,0
2274,halliburton energy services,POOH,BH 52A,halliburton_trip_out_v1,train,0,0
2275,HALLIBURTO NENERGY SERVICES,  trip-otu ,NS-058,halliburton_trip_out_v1,train,0,0
2276,SCHLUMBERGER LTD,running in hole,NS-24,slb_trip_in_v1,train,0,0
2277,Halliburton Energy Servvices,Drilling Rotary,BH-036,halliburton_rotary_drilling_v1,train,0,0
2278,baker hughes compnay,circulating mud,WELL-NS-14A,baker_hughes_circulating_v2,test,1,1
2279,  Hallibburton  Energy Services ,hole irculation,MB-096ST1,halliburton_circulating_v1,train,0,0
2280,Slb Lud,rotary drilling,AR 96,slb_rotary_drilling_v2,train,0,0
2281,SCHLLUMBERGER LTD,circulation,NS 50ST1,slb_circulating_v2,train,0,0
2282,slb ltd,holec irculation,AR 85,slb_circulating_v2,train,0,0
2283,schlumberger,circulate,bh-3,slb_circulating_v1,train,0,0
2284,Schlumberger Ltd,slide drlg,NS-95H,slb_slide_drilling_v1,train,0,0
2285,  Schlumberger ,rotary drilling,WELL-KG-88H,slb_rotary_drilling_v1,train,0,0
2286,SLB Ltd,trip in,NS 49,slb_trip_in_v1,train,0,0
2287,Baker Hughes,DRILLING - SLIDE,NS-053,baker_hughes_slide_drilling_v1,train,0,0
2288,Schlumberger,ROT DRILL,KG-088H,slb_rotary_drilling_v1,train,0,0
2289,SLB,rot. drilling,KG71,slb_rotary_drilling_v1,train,0,0
2290,  HALLIBURTON  ENERG YSERVICES ,rotary drlg,MB-35A,halliburton_rotary_drilling_v1,train,0,0
2291,Baker Hughes,hole circulation,NS-57,baker_hughes_circulating_v2,val,0,0
2292,Baker Hughes Co,circulating,WELL-AR-34,baker_hughes_circulating_v2,train,0,0
2293,hal,tripping in,BH 73H,halliburton_trip_in_v1,test,0,0
2294,Halliburton Co,circ.,NS-31,halliburton_circulating_v2,train,0,0
2295,HALLIBURTON CO,slide drlg,NS-078,halliburton_slide_drilling_v1,train,0,0
2296,halliburton co,cnrculation,mb-64,halliburton_circulating_v1,train,0,0
2297,hallibruton co,Trip-Out,WELL-MB-96ST1,halliburton_trip_out_v1,train,0,0
2298,BakerHughes,circulation,bh-58A,baker_hughes_circulating_v1,val,0,0
2299,SLB,Circ.,MB 52,slb_circulating_v1,train,0,0
2300,Schlumberger,ROT DRILL,MB 21,slb_rotary_drilling_v1,test,0,0
2301,schlumbberger,ROTARY DRILLING,ns-4,slb_rotary_drilling_v2,train,0,0
2302,BKR,drililng - rotary,BH-067A,baker_hughes_rotary_drilling_v1,train,0,0
2303,HAL,slide drill,AR-69H,halliburton_slide_drilling_v1,train,0,0
2304,Halliburton Energy Services,ROTARY DRILL,AR-65H,halliburton_rotary_drilling_v2,train,0,0
2305,SLB Ltd,Circ,WELL-AR-9A,slb_circulating_v2,val,0,0
2306,Baker Huges,PULLING OUT OF HOLE,KG-26,baker_hughes_trip_out_v1,train,0,0
2307,schlumberger ltd,CIRC,NS 36ST1,slb_circulating_v2,train,0,0
2308,SLB Ltd,RIH,WELL-NS-8,slb_trip_in_v1,train,0,0
2309,  Baker  Hughes ,  trip-out ,AR83,baker_hughes_trip_out_v1,train,0,0
2310,Halliburton Co,  POOH ,BH-022ST1,halliburton_trip_out_v1,train,0,0
2311,BakerHughes,Tripping Out,BH36,baker_hughes_trip_out_v1,train,0,0
2312,  Halliburton  Intl ,CIRC,WELL-NS-28ST1,halliburton_circulating_v2,test,1,0
2313,BAKER HUGHRS,pull out of ole,MB 47,baker_hughes_trip_out_v1,train,0,0
2314,HAL,Hole Circulation,mb-6ST1,halliburton_circulating_v1,train,0,0
2315,halliburton,rotary drlg,AR-085,halliburton_rotary_drilling_v2,train,0,0
2316,Halliburton Corp,Circulating Mud,MB-089,halliburton_circulating_v1,test,1,1
2317,BKR,CIRCUATION,NS 37H,baker_hughes_circulating_v2,val,0,0
2318,bakerhughes,Circulating,AR-18,baker_hughes_circulating_v2,test,0,0
2319,BKR,circulate,KG 32ST1,baker_hughes_circulating_v1,train,0,0
2320,Schlumberger Ltd,  Trip  Out ,WELL-MB-19H,slb_trip_out_v1,train,0,0
2321,  halliburton  co ,hole circulation,AR-034,halliburton_circulating_v2,train,0,0
2322,SCHLUMBERGER,cic.,WELL-BH-34A,slb_circulating_v1,train,0,0
2323,BKR,circ.,NS-84,baker_hughes_circulating_v2,train,0,0
2324,SLB LDT,ciirculating,WELL-KG-97ST1,slb_circulating_v1,train,0,0
2325,Baker Hughes Co,tripp-out,KG-097ST1,baker_hughes_trip_out_v1,train,0,0
2326,SLB Ldt,fluid circudation,ns-14A,slb_circulating_v2,test,0,1
2327,Halliburton Co,Drilling Rotary,mb-82ST1,halliburton_rotary_drilling_v1,train,0,0
2328,bkr,ciac.,bh-11,baker_hughes_circulating_v1,test,0,0
2329,Halliburton,Rotary Drill,mb-5ST1,halliburton_rotary_drilling_v1,train,0,0
2330,baker hughes,rotating drilling,ns-14A,baker_hughes_rotary_drilling_v2,test,0,1
2331,SLB,circ,KG-28ST1,slb_circulating_v1,val,0,0
2332,Halliburton Energy Services,ROT DRILL,MB-072A,halliburton_rotary_drilling_v1,train,0,0
2333,  hallibburton  intl ,rotating drilling,WELL-MB-60,halliburton_rotary_drilling_v1,test,1,1
2334,Halliburton,circulation,MB 56ST1,halliburton_circulating_v1,train,0,0
2335,BAKERHUGHES,CIRRC,AR 32ST1,baker_hughes_circulating_v2,test,0,0
2336,Schlumberger,  pull  out of hole ,kg-93A,slb_trip_out_v1,train,0,0
2337,Halliburton,rotary drill,AR 57,halliburton_rotary_drilling_v2,train,0,0
2338,HAL,trippingout,kg-65,halliburton_trip_out_v1,train,0,0
